File,compression_ratio mixture 0.1,compression_ratio mixture 1,compression_ratio mixture 2,compression_ratio mixture 5,compression_ratio vocals 0.1,compression_ratio vocals 1,compression_ratio vocals 2,compression_ratio vocals 5,compression_ratio drums 0.1,compression_ratio drums 1,compression_ratio drums 2,compression_ratio drums 5,compression_ratio repet-fg 0.1,compression_ratio repet-fg 1,compression_ratio repet-fg 2,compression_ratio repet-fg 5,compression_ratio repet-bg 0.1,compression_ratio repet-bg 1,compression_ratio repet-bg 2,compression_ratio repet-bg 5,compression_ratio sum 0.1,compression_ratio sum 1,compression_ratio sum 2,compression_ratio sum 5,peaq mixture 0.1,peaq mixture 1,peaq mixture 2,peaq mixture 5,peaq vocals 0.1,peaq vocals 1,peaq vocals 2,peaq vocals 5,peaq drums 0.1,peaq drums 1,peaq drums 2,peaq drums 5,peaq repet-fg 0.1,peaq repet-fg 1,peaq repet-fg 2,peaq repet-fg 5,peaq repet-bg 0.1,peaq repet-bg 1,peaq repet-bg 2,peaq repet-bg 5,peaq sum 0.1,peaq sum 1,peaq sum 2,peaq sum 5,desirability mixture 0.1,desirability mixture 1,desirability mixture 2,desirability mixture 5,desirability vocals 0.1,desirability vocals 1,desirability vocals 2,desirability vocals 5,desirability drums 0.1,desirability drums 1,desirability drums 2,desirability drums 5,desirability repet-fg 0.1,desirability repet-fg 1,desirability repet-fg 2,desirability repet-fg 5,desirability repet-bg 0.1,desirability repet-bg 1,desirability repet-bg 2,desirability repet-bg 5,desirability sum 0.1,desirability sum 1,desirability sum 2,desirability sum 5,p-ratio mixture 0.1,p-ratio mixture 1,p-ratio mixture 2,p-ratio mixture 5,p-ratio vocals 0.1,p-ratio vocals 1,p-ratio vocals 2,p-ratio vocals 5,p-ratio drums 0.1,p-ratio drums 1,p-ratio drums 2,p-ratio drums 5,p-ratio repet-fg 0.1,p-ratio repet-fg 1,p-ratio repet-fg 2,p-ratio repet-fg 5,p-ratio repet-bg 0.1,p-ratio repet-bg 1,p-ratio repet-bg 2,p-ratio repet-bg 5,p-ratio sum 0.1,p-ratio sum 1,p-ratio sum 2,p-ratio sum 5,q-25 mixture 0.1,q-25 mixture 1,q-25 mixture 2,q-25 mixture 5,q-25 vocals 0.1,q-25 vocals 1,q-25 vocals 2,q-25 vocals 5,q-25 drums 0.1,q-25 drums 1,q-25 drums 2,q-25 drums 5,q-25 repet-fg 0.1,q-25 repet-fg 1,q-25 repet-fg 2,q-25 repet-fg 5,q-25 repet-bg 0.1,q-25 repet-bg 1,q-25 repet-bg 2,q-25 repet-bg 5,q-25 sum 0.1,q-25 sum 1,q-25 sum 2,q-25 sum 5,q-50 mixture 0.1,q-50 mixture 1,q-50 mixture 2,q-50 mixture 5,q-50 vocals 0.1,q-50 vocals 1,q-50 vocals 2,q-50 vocals 5,q-50 drums 0.1,q-50 drums 1,q-50 drums 2,q-50 drums 5,q-50 repet-fg 0.1,q-50 repet-fg 1,q-50 repet-fg 2,q-50 repet-fg 5,q-50 repet-bg 0.1,q-50 repet-bg 1,q-50 repet-bg 2,q-50 repet-bg 5,q-50 sum 0.1,q-50 sum 1,q-50 sum 2,q-50 sum 5,q-75 mixture 0.1,q-75 mixture 1,q-75 mixture 2,q-75 mixture 5,q-75 vocals 0.1,q-75 vocals 1,q-75 vocals 2,q-75 vocals 5,q-75 drums 0.1,q-75 drums 1,q-75 drums 2,q-75 drums 5,q-75 repet-fg 0.1,q-75 repet-fg 1,q-75 repet-fg 2,q-75 repet-fg 5,q-75 repet-bg 0.1,q-75 repet-bg 1,q-75 repet-bg 2,q-75 repet-bg 5,q-75 sum 0.1,q-75 sum 1,q-75 sum 2,q-75 sum 5
38,0.9065012748,0.8943151705,0.8929391351,0.8916906132,0.8658750729,0.8237986393,0.8196365711,0.8147734918,0.8901265781,0.8683084047,0.8663117374,0.864723956,0.8645214397,0.8310525757,0.8276713601,0.8246874708,0.8939838862,0.8810287577,0.8796310368,0.8783888772,0.8781906173,0.8717130531,0.8710141926,0.8703931128,0.16855497,0.1677210461,0.1677011978,0.1681971277,0.1291872313,0.0737256735,0.0711681431,0.051482369,0.1674288455,0.1632366061,0.1644891103,0.1631375557,0.1368260623,0.0781726551,0.0577131064,0.0272080832,0.1661690517,0.1649869484,0.164785808,0.1645729268,0.1670555823,0.166144875,0.1662144937,0.1661425742,0.0464850339,0.0468853296,0.0469520237,0.0471568067,0.0372996161,0.0223736937,0.0217072254,0.015796528,0.0470238867,0.0469984527,0.0474682216,0.047164634,0.0395669951,0.0235161581,0.0174323739,0.0082479982,0.0464686932,0.0468165616,0.0468337863,0.046839427,0.0475567545,0.0476489581,0.0477071715,0.0477205563,0.7374071016,0.9602715845,0.9717405267,0.9786218919,0.7326360217,0.9541242316,0.9655014221,0.9722910359,0.7324525186,0.953848977,0.9652261675,0.9720157813,0.7278649417,0.9478851271,0.9592623176,0.9660519314,0.7370400954,0.9598128269,0.971281769,0.9781631342,0.7370400954,0.9598128269,0.971281769,0.9781631342,10,2,2,1.6,10,2,1.5,1.4,10,2,1.5,1.4,10,1,1,1,10,3,2,1.8,10,3,2,1.8,10,6,5.5,4.8,10,5,5,5.4,10,6,5,5,10,4,4.5,4.6,10,7,6,5.4,10,7,6,5.4,20,13,12.5,12,20,14,13,14.6,20,13,12.5,12.4,10,12,12,12.2,20,14,13,12.8,20,14,13,12.8
39,0.8950468609,0.8808472817,0.8794148034,0.8777962977,0.6510694539,0.610389441,0.6059469792,0.6018201539,0.8485598468,0.8327546381,0.8312493922,0.8291920788,0.8435098312,0.7953775423,0.7886901303,0.783138959,0.8782377314,0.8620714806,0.8603899492,0.8588447193,0.859641689,0.8515585635,0.8507177979,0.8499451829,0.1406985636,0.1148210612,0.1015468898,0.0992917139,0.1322215692,0.1042451332,0.0958649093,0.0912317459,0.17117316,0.1692787266,0.169004354,0.1689332374,0.0577967038,-0.020489497,-0.093938405,-0.100640717,0.1387809229,0.1115544144,0.0950841085,0.0916017064,0.1387451867,0.1134624919,0.0968586674,0.0947978705,0.0392992171,0.0325882431,0.0288677452,0.028278689,0.0507709156,0.0426961568,0.0395516904,0.0378982597,0.0504304913,0.0508189084,0.0508284143,0.0509330835,0.0171298252,-0.00644018,-0.029776715,-0.03212735,0.0395055114,0.0323506858,0.0276282018,0.0266642224,0.0403497144,0.0333102433,0.0284638066,0.0278835249,0.7247809871,0.9439673866,0.9551565617,0.9619221095,0.563708908,0.733975193,0.7427357099,0.7480267152,0.6870500477,0.8949605343,0.9055425449,0.9119611415,0.713158123,0.9289617486,0.940064186,0.9466562581,0.7240870847,0.9430132709,0.954202446,0.9609679938,0.7240870847,0.9430132709,0.954202446,0.9609679938,10,2,2,1.8,10,1,1,0.8,10,2,2,2.2,10,1,1.5,1.6,10,2,2,2,10,2,2,2,10,6,6,5.8,10,4,4.5,4.6,10,7,6.5,6.4,10,6,5.5,5.8,10,7,6.5,6.2,10,7,6.5,6.2,20,14,14,13.4,20,13,13,12.4,20,15,14.5,14,10,14,14,13.6,20,14,14.5,13.4,20,14,14.5,13.4
40,0.9095825045,0.8842561415,0.8820389549,0.8805139667,0.685205319,0.6674892435,0.6650020433,0.6620536166,0.8794514346,0.8332692542,0.8272978012,0.8219984621,0.8375560676,0.7899139686,0.7826835448,0.7757018204,0.8895993386,0.8632104435,0.860863015,0.8591490685,0.8616314013,0.8484369537,0.8472632395,0.8464062662,0.1635133218,0.1560192114,0.156558464,0.1540093394,0.1416906159,0.1050595506,0.1011579447,0.0961353223,0.1542456353,0.1312711235,0.1331689097,0.1379379368,0.1255650181,-0.042884498,-0.039157289,-0.078729896,0.1576722259,0.1501691947,0.1493032783,0.149479971,0.1621970992,0.1551125962,0.1552111183,0.156097179,0.044941861,0.0441102991,0.044374022,0.0437271143,0.0516964083,0.0393487804,0.0380291857,0.0363019399,0.0438471157,0.0393843655,0.0402421321,0.0419520057,0.0374795858,-0.013572522,-0.012507382,-0.025373763,0.0443098986,0.0434914788,0.0433586052,0.0434965178,0.0470610458,0.0457053985,0.0457977849,0.046105867,0.7488196412,0.9754485364,0.9871996643,0.9940195153,0.5518833281,0.7192319799,0.7275207219,0.7328716819,0.7409505823,0.9647466163,0.9762879026,0.9831077536,0.7151400692,0.9318014899,0.9428181723,0.9494281817,0.7482950372,0.9742944077,0.9859406148,0.9928653866,0.7482950372,0.9742944077,0.9859406148,0.9928653866,10,2,1.5,1.8,10,2,1.5,2,10,2,2,2.2,10,1,1,1.6,10,2,2,2,10,2,2,2,10,6,5.5,6,10,6,5.5,6.4,10,7,7,6.2,10,5,5.5,6,10,7,6,6.2,10,7,6,6.2,20,14,13,13.8,20,15,13.5,15.2,10,16,15,13.6,10,14,13,14.4,20,14,13.5,14.2,20,14,13.5,14.2
41,0.9092984188,0.8897794017,0.8879261488,0.8857987978,0.7171008174,0.6613394797,0.6548209291,0.6463622837,0.8896222697,0.85725098,0.8532768865,0.8489836737,0.8071186978,0.7366650762,0.7287412755,0.7213871887,0.8872857035,0.86390029,0.8614750061,0.8588817763,0.8576992034,0.8460064967,0.8447938547,0.8434972398,0.1687171666,0.1684569816,0.1681603422,0.1681503279,0.0724651666,-0.067437607,-0.07956171,-0.175360605,0.1590164165,0.1474720672,0.1444991057,0.1487078343,0.1693690762,0.1672775043,0.1668175187,0.1661802054,0.1503692646,0.138460352,0.1339197007,0.1349480128,0.1668904164,0.1651862028,0.1642890752,0.164225094,0.0463866326,0.0473311085,0.0473463763,0.0474572579,0.0252632422,-0.02549281,-0.030375369,-0.067825974,0.0446864984,0.0430072612,0.0423365229,0.043789957,0.0524610186,0.0567685064,0.0572279642,0.0575905034,0.0423677695,0.0400683834,0.0388634899,0.0392801479,0.0486447975,0.0488135149,0.0486180961,0.0486738682,0.7379957067,0.9609083719,0.9726584567,0.9795503333,0.6346175573,0.8265732686,0.8364026664,0.8423906903,0.7378827251,0.9610213535,0.9724324935,0.9793243701,0.7152864083,0.9314201785,0.9426053553,0.9492712688,0.7378827251,0.9610213535,0.9724324935,0.9793243701,0.7378827251,0.9610213535,0.9724324935,0.9793243701,10,2,2,1.8,10,1,1,1,10,2,1.5,2.2,10,1,1.5,1.6,10,2,2,2.2,10,2,2,2.2,10,7,6,5.6,10,5,4,5.4,10,7,6.5,6.8,10,6,5,5.4,10,7,6.5,6.6,10,7,6.5,6.6,20,14,12.5,13.6,20,12,11.5,14.25,10,15,14.5,15.05,10,14,12,13.6,20,15,14,14.4,20,15,14,14.4
42,0.922683288,0.911908208,0.9104758415,0.9090941824,0.8538827132,0.8337044429,0.8299953628,0.8252770668,0.8390132703,0.7777145926,0.7623149089,0.7480335781,0.8747137593,0.8257866525,0.8168558315,0.808554712,0.905783597,0.8927100317,0.8909363908,0.8892255526,0.8896534017,0.8831166191,0.8822297987,0.8813743796,0.1600135543,0.1532571522,0.1516737582,0.1478807467,0.1447634006,0.1257067329,0.1155665679,0.1052513541,-0.168074784,-0.583863294,-0.676876574,-0.428800014,0.0817498168,-0.367959174,-0.249085792,-0.292526375,0.1559528948,0.1464559755,0.143991222,0.1393719377,0.1581988447,0.1514638871,0.1496694363,0.1476741953,0.0433554927,0.0420155096,0.0416468377,0.0406670589,0.0423838656,0.037695233,0.0348094017,0.031883642,-0.050081086,-0.187685592,-0.22198063,-0.14330908,0.0233647339,-0.111396561,-0.076233095,-0.090447304,0.0430436407,0.0410144308,0.0404044619,0.0391835168,0.0444551902,0.0428776573,0.0424122594,0.0418874767,0.7379251215,0.9613222826,0.9727541202,0.9796132228,0.6854339335,0.8929217872,0.9034009717,0.9099742784,0.7142993236,0.9300752596,0.941126036,0.9478898733,0.7354482233,0.9582737925,0.9697056302,0.9765647328,0.7382109174,0.9613222826,0.9727541202,0.9796132228,0.7382109174,0.9613222826,0.9727541202,0.9796132228,10,2,2,2,10,2,2,2.2,10,1,2.5,2.8,10,1,1.5,1.8,10,2,2,2.2,10,2,2,2.2,10,6,6.5,6.4,10,6,7,6.8,10,7,8,7,10,6,6,6.4,10,6,6.5,6.6,10,6,6.5,6.6,20,14,14.5,14.2,20,15,15.25,14.4,10,16,17,15.4,10,14,14.5,14.4,20,15,15,15,20,15,15,15
43,0.9078215398,0.8965579414,0.8957639073,0.89508169,0.7533640771,0.7108735361,0.7064318206,0.7018529459,0.9031129538,0.8935626853,0.8924273975,0.8914519031,0.8879177795,0.85578044,0.8511523311,0.8462081176,0.8956701786,0.8828403726,0.8818585909,0.8810051664,0.8911484698,0.8847335667,0.8842426759,0.8838159636,0.1691470078,0.1690223005,0.169104369,0.169003191,-0.017738787,-0.569341951,-0.934664305,-0.972687004,0.1689118469,0.1641552176,0.1655923152,0.1659700827,0.1591412198,0.1522202493,0.1511677916,0.1484446805,0.1659151109,0.1648007777,0.1641287162,0.164248728,0.1675391887,0.1671743601,0.1670590991,0.1671992161,0.0465804677,0.0471308916,0.0471955745,0.0472032868,-0.005886525,-0.200226173,-0.330769466,-0.346471084,0.0467582284,0.0459271689,0.0463881756,0.0465448787,0.0448074201,0.0444682544,0.0444009216,0.0438558427,0.0463103257,0.0466677734,0.0465292049,0.0466083328,0.0470009192,0.0472386169,0.0472322541,0.0472946923,0.7333861543,0.957413093,0.968901654,0.9759334456,0.6374170546,0.8314350797,0.8412399723,0.8472813707,0.72675052,0.9463206893,0.9576111716,0.9643458453,0.7253639695,0.9455283748,0.9568188571,0.963949688,0.7350698227,0.9572150144,0.968604536,0.975438249,0.7350698227,0.9572150144,0.968604536,0.975438249,10,2,2,2,10,2,1,1,10,2,2,2.2,10,1,1.5,2,10,2,2,2,10,2,2,2,10,6,5.5,6.2,10,5,4,4.8,10,6,6.5,7.2,10,6,5.5,6.6,10,6,6,6.6,10,6,6,6.6,20,14,13.5,13.4,20,12,11.5,13.8,20,14,15,14.8,10,13,13.5,15,20,14,14.5,14.4,20,14,14.5,14.4
44,0.9151031914,0.893561306,0.8905245009,0.8878512447,0.4960087383,0.4463656363,0.438126797,0.4331431173,0.7102838403,0.6310521738,0.6191853148,0.6107962673,0.8398899019,0.7768530968,0.7687376574,0.7610908514,0.8935142381,0.8708358658,0.8675761017,0.8650354545,0.8928226458,0.8814834597,0.8798535777,0.878583254,0.0130430662,-0.13165478,-0.145800308,-0.403529125,-0.327790367,-1.275934596,-1.748591575,-1.856213387,-0.130634187,-0.1504751,-0.223602438,-0.15799134,-0.022199971,-0.105127678,-0.142818545,-0.491956875,0.00656812,-0.134513945,-0.15826474,-0.439068646,0.0073787369,-0.133377635,-0.154357236,-0.427497302,0.0035632774,-0.036834289,-0.040931021,-0.113625207,-0.165214008,-0.714624118,-0.997765708,-1.071362624,-0.045979572,-0.059612781,-0.090280903,-0.064666137,-0.006608,-0.03383126,-0.046445801,-0.161595976,0.0018377211,-0.038616331,-0.045605435,-0.126893252,0.0020661262,-0.037827606,-0.043858785,-0.121643936,0.7420639078,0.968465165,0.9800942902,0.9871136721,0.4430591933,0.5771608172,0.5844944997,0.5878470403,0.6190675746,0.8073336826,0.8170770037,0.8229439497,0.7180722892,0.93693033,0.947826087,0.9549502357,0.7407019382,0.9649030906,0.9764274489,0.9833420639,0.7407019382,0.9649030906,0.9764274489,0.9833420639,10,2,2,2,10,1,1.5,1.4,10,2,3,2.6,10,1,1.5,1.8,10,2,2,2,10,2,2,2,10,6,6.5,6.2,10,5,5.5,4.6,10,8,8,7,10,6,5.5,5.6,10,6,6.5,6.2,10,6,6.5,6.2,20,14,14.5,13.8,20,13,14,13,10,16,15,13.8,10,13,13.5,13.6,20,14,14.5,13.8,20,14,14.5,13.8
45,0.9136256788,0.8920282622,0.889944265,0.8879516249,0.7061033935,0.6691585893,0.6644577967,0.6588387035,0.8978931456,0.8668656838,0.8632758092,0.8599729426,0.8466512941,0.793464444,0.7861719257,0.7790008304,0.8940019884,0.8697768921,0.8675142844,0.865461602,0.8697006124,0.8575880643,0.8564567604,0.8554304192,0.160084844,0.150407508,0.1509266781,0.147175588,0.0036489379,-0.586244401,-0.4511696,-0.843720947,0.1078988193,0.0465582299,0.0230499826,-0.000591716,0.0743766667,-0.063551555,-0.072607833,-0.062699859,0.1542798324,0.143254508,0.141442794,0.1364227538,0.158346832,0.1496733274,0.1481969285,0.1448548933,0.0438048228,0.0421532351,0.0423977894,0.041436826,0.0012919276,-0.219022968,-0.169751037,-0.320154593,0.0300422216,0.0134271753,0.0066751502,-0.000172016,0.0219620129,-0.020023441,-0.023089044,-0.020121885,0.0431430339,0.0411756478,0.0407609409,0.039407512,0.0455176269,0.0436320576,0.0432587304,0.0423339205,0.749703115,0.9765232484,0.9881246003,0.9951584909,0.5957796657,0.7761943912,0.7854206632,0.7910843153,0.7448616059,0.9701288024,0.9816388052,0.9885813465,0.7266831095,0.9464693523,0.9577053074,0.9644651503,0.7497944642,0.9765232484,0.9881246003,0.9951584909,0.7497944642,0.9765232484,0.9881246003,0.9951584909,10,2,2,1.6,10,1,1,1.4,10,2,2,1.8,10,1,1,1.4,10,2,2,1.8,10,2,2,1.8,10,6,5.5,5.8,10,4,5,6.2,10,6,6,6.2,10,5,5,6,10,6,6,6,10,6,6,6,20,13,14,13.8,20,13,14.5,14.4,20,14,14.5,13.6,10,12,14.5,14.6,20,14,14,14.4,20,14,14,14.4
46,0.880433227,0.8665010201,0.8650137119,0.8638524697,0.7862434695,0.7625416286,0.7601751671,0.7574689451,0.865829793,0.8439675581,0.8414944333,0.8393940516,0.8400318139,0.7979215683,0.7931856556,0.7885481125,0.8648108007,0.8484044082,0.8466235345,0.8452831055,0.8532927453,0.845089549,0.8441991122,0.8435288977,0.1703317019,0.1698117035,0.1694647222,0.1680078058,0.1580242699,0.1485741068,0.1454012716,0.1397606532,0.0577138616,-0.43842801,-0.47495458,-0.852916412,0.1645439628,0.1560744125,0.1553565157,0.1488353915,0.1625976549,0.1590258821,0.157531961,0.1560448453,0.1692871537,0.1683775792,0.1681209729,0.1675219791,0.0483658774,0.0489935094,0.048977467,0.048621672,0.0502466081,0.0487101626,0.0478183443,0.0461275192,0.0166643208,-0.129871109,-0.141104493,-0.254027417,0.0489695629,0.0489002988,0.0489660001,0.0471865284,0.0470038229,0.0468602828,0.0465177126,0.0461516515,0.0495982049,0.0498105732,0.0497871209,0.0496491524,0.7107731806,0.925940555,0.9370000987,0.9436160758,0.6492544683,0.8454626247,0.8556334551,0.8616569567,0.7033672361,0.9162634541,0.927224252,0.9337414832,0.6970474968,0.9079687963,0.9187321023,0.9252493335,0.7104769428,0.9252493335,0.9363088773,0.9429248543,0.7104769428,0.9252493335,0.9363088773,0.9429248543,10,2,2,1.8,10,2,1,1.2,10,3,3,2.2,10,1,1.5,1.2,10,3,2.5,2,10,3,2.5,2,10,7,6,5.4,10,4,4.5,5.6,10,8,6,6.4,10,6,4.5,4.6,10,7,6,6,10,7,6,6,20,13,13,13.2,20,12,12.5,13.8,10,13,13.5,14.2,10,12,11.5,12.8,20,14,13,14,20,14,13,14
47,0.8956255351,0.8615686435,0.8582317568,0.8548100379,0.6261743585,0.5750133581,0.5704632919,0.5661511649,0.7154590503,0.6767665347,0.672012238,0.666805349,0.7894379307,0.7218928397,0.7148820463,0.7084596691,0.8715898581,0.8334833838,0.8295974627,0.8254054596,0.8262227115,0.8071694744,0.8052265138,0.8031305123,0.1372665604,0.1082003653,0.1016237594,0.0576955871,0.1098232798,0.0169581822,0.0261181692,-0.026248162,0.0959022524,-0.007824793,-0.062057588,-0.090503514,0.0771119479,-0.15431876,-0.349813872,-0.613087081,0.1268746924,0.089923379,0.0832534355,0.0557391612,0.1347890169,0.1061803785,0.1015402992,0.0820383321,0.0383158349,0.0313963275,0.0296026565,0.0168738037,0.0438469247,0.0073729514,0.0114460341,-0.011590615,0.0335107412,-0.002890507,-0.02308648,-0.033931759,0.0244198894,-0.053442406,-0.122332724,-0.216345089,0.0363917418,0.0269721571,0.0250885035,0.0168823578,0.0407847107,0.0328866434,0.0315253837,0.0255370487,0.7498817967,0.9765619723,0.988179669,0.9952043229,0.5590003377,0.7279972982,0.736643026,0.7418439716,0.6072948328,0.7909490037,0.8003377237,0.8060114826,0.7155015198,0.9318473489,0.9428571429,0.9495440729,0.7498817967,0.9765619723,0.988179669,0.9952043229,0.7498817967,0.9765619723,0.988179669,0.9952043229,10,2,1.5,1.6,10,2,2,1.6,10,2,1.5,1.8,10,1,0.5,0.8,10,2,2,1.8,10,2,2,1.8,10,6,5.5,5.4,10,6,6,5.8,10,6,6,5.4,10,4,4,4,10,6,6,5.8,10,6,6,5.8,20,13,13,13.4,20,14,14,14,10,15,12.5,13,10,12,11.5,11.8,20,14,14,14,20,14,14,14
48,0.8652932684,0.8123260093,0.8075334175,0.8010808102,0.4969052122,0.3402225415,0.3269043315,0.3073453677,0.8377279062,0.7739971769,0.7678177179,0.7604317052,0.7791033833,0.704052473,0.6940965457,0.6865674129,0.8622877447,0.8077128384,0.8028315776,0.7960686287,0.8334740235,0.8061865704,0.80374594,0.8003644655,0.0502751486,-0.305771948,-0.312751138,-0.150248583,-0.222433724,-1.022985868,-1.918139048,-2.281024424,0.0687111372,-0.269818496,-0.27385852,-0.231530649,-0.0021512,-0.176355612,-0.27964615,-0.336037701,0.0567972618,-0.346516528,-0.356481941,-0.15251633,0.0453589571,-0.361574273,-0.365703137,-0.158947561,0.0145254651,-0.094103828,-0.096822971,-0.046889334,-0.111909534,-0.751703476,-1.466896324,-1.855424437,0.0205052072,-0.087150995,-0.089167817,-0.07611816,-0.000690281,-0.062621615,-0.100723074,-0.12236151,0.0164670268,-0.10725239,-0.111007698,-0.047896728,0.0136053902,-0.112124875,-0.113749606,-0.049648494,0.7490100518,0.9762412428,0.9878160219,0.9948218093,0.7496192507,0.9762412428,0.9878160219,0.9948218093,0.7468778556,0.9762412428,0.9878160219,0.9948218093,0.7103259214,0.9256777338,0.9372525129,0.9439537009,0.7493146512,0.9762412428,0.9878160219,0.9948218093,0.7493146512,0.9762412428,0.9878160219,0.9948218093,10,1,1,1.2,10,1,0.5,0.2,10,1,1,0.8,10,1,1,1.6,10,1,1,1.2,10,1,1,1.2,10,4,5.5,6,10,1,0.5,0.2,10,4,5.5,5.8,10,5,6,6.4,10,5,6,6,10,5,6,6,10,14,13,12.6,10,4,2.5,11,10,14,15,12.4,10,14,13,14.4,10,14,13.5,13,10,14,13.5,13
49,0.9308266896,0.9059806562,0.9027129264,0.8993121185,0.3815072414,0.1921319199,0.1764008319,0.1611386526,0.9075866513,0.8699800285,0.8657167908,0.8619717913,0.8521060344,0.7823077446,0.7720583604,0.7631688813,0.9194221037,0.892387179,0.8891246052,0.885547521,0.9107567672,0.8972393048,0.8956080179,0.8938194758,0.1563675119,0.1448415402,0.1415445992,0.1369549012,-0.228266568,-1.487262104,-0.230970058,-1.853222136,0.1521647085,0.1354540717,0.1318468227,0.1264570194,0.1027513242,0.0501118664,0.0415453368,0.0120942331,0.1500948244,0.133752577,0.1316091152,0.1267246857,0.1549293303,0.1440474241,0.1423931177,0.1380311979,0.0419969457,0.0399681658,0.0391997819,0.0380721271,-0.149582068,-1.935209549,-0.327336974,-2.875198013,0.0419146503,0.0389244774,0.0380744673,0.0366766699,0.0301462846,0.0160141155,0.0134527838,0.0039618469,0.0408122732,0.0374704445,0.0370052506,0.0357758005,0.0425276363,0.040136289,0.0397476114,0.0386071241,0.7444713939,0.9758881438,0.9877300613,0.9950064203,0.749750321,0.9764588386,0.9880154088,0.9950064203,0.7457554573,0.9758881438,0.9877300613,0.9950064203,0.742473962,0.9693251534,0.9810243972,0.9880154088,0.749750321,0.9764588386,0.9880154088,0.9950064203,0.749750321,0.9764588386,0.9880154088,0.9950064203,10,2,2,2.4,10,1,0.5,0.2,10,1,1.5,2,10,1,1.5,2.4,10,1,1.5,2.4,10,1,1.5,2.4,10,7,7,6.4,10,1,0.5,0.2,10,6,7,6,10,7,6.5,6.4,10,6,7,7,10,6,7,7,10,15,14,13.8,10,1,0.5,0.4,10,15,15,12.8,10,16,12,14.4,20,15,14.5,14.8,20,15,14.5,14.8
